Brand_Name,Material_Type,Carbon_Footprint_MT
Brand_801,Hemp,31.29
Brand_802,Vegan Leather,344.32
Brand_803,Hemp,61.01
Brand_804,Tencel,386.73
Brand_805,Hemp,175.76
Brand_806,Recycled Polyester,321.86
Brand_807,Vegan Leather,378.74
Brand_808,Vegan Leather,150.81
Brand_809,Vegan Leather,172.21
Brand_810,Recycled Polyester,192.68
Brand_811,Recycled Polyester,441.14
Brand_812,Bamboo Fabric,110.04
Brand_813,Vegan Leather,276.55
Brand_814,Tencel,77.72
Brand_815,Tencel,90.62
Brand_816,Organic Cotton,402.92
Brand_817,Tencel,419.89
Brand_818,Organic Cotton,132.02
Brand_819,Organic Cotton,378.24
Brand_820,Vegan Leather,371.7
Brand_821,Hemp,313.18
Brand_822,Bamboo Fabric,291.13
Brand_823,Recycled Polyester,111.37
Brand_824,Hemp,26.24
Brand_825,Recycled Polyester,376.02
Brand_826,Recycled Polyester,149.99
Brand_827,Tencel,259.65
Brand_828,Organic Cotton,483.84
Brand_829,Hemp,421.24
Brand_830,Organic Cotton,48.73
Brand_831,Vegan Leather,55.28
Brand_832,Vegan Leather,140.22
Brand_833,Recycled Polyester,15.31
Brand_834,Bamboo Fabric,236.99
Brand_835,Recycled Polyester,375.17
Brand_836,Hemp,462.01
Brand_837,Vegan Leather,426.97
Brand_838,Vegan Leather,378.86
Brand_839,Bamboo Fabric,218.48
Brand_840,Vegan Leather,429.28
Brand_841,Organic Cotton,293.02
Brand_842,Organic Cotton,276.3
Brand_843,Organic Cotton,329.83
Brand_844,Bamboo Fabric,324.43
Brand_845,Hemp,469.87
Brand_846,Organic Cotton,78.91
Brand_847,Organic Cotton,425.66
Brand_848,Recycled Polyester,82.9
Brand_849,Bamboo Fabric,311.33
Brand_850,Tencel,168.01
Brand_851,Hemp,389.48
Brand_852,Recycled Polyester,54.17
Brand_853,Hemp,450.19
Brand_854,Recycled Polyester,11.35
Brand_855,Recycled Polyester,89.25
Brand_856,Tencel,411.59
Brand_857,Recycled Polyester,422.95
Brand_858,Recycled Polyester,1.52
Brand_859,Recycled Polyester,75.88
Brand_860,Recycled Polyester,66.48
Brand_861,Organic Cotton,188.54
Brand_862,Vegan Leather,355.02
Brand_863,Hemp,352.97
Brand_864,Tencel,268.78
Brand_865,Vegan Leather,475.9
Brand_866,Bamboo Fabric,293.66
Brand_867,Hemp,348.38
Brand_868,Organic Cotton,157.7
Brand_869,Bamboo Fabric,161.57
Brand_870,Recycled Polyester,52.16
Brand_871,Organic Cotton,363.03
Brand_872,Bamboo Fabric,402.76
Brand_873,Tencel,98.22
Brand_874,Hemp,349.07
Brand_875,Hemp,36.39
Brand_876,Tencel,169.82
Brand_877,Recycled Polyester,435.76
Brand_878,Recycled Polyester,127.29
Brand_879,Recycled Polyester,109.19
Brand_880,Recycled Polyester,315.06
Brand_881,Organic Cotton,355.2
Brand_882,Vegan Leather,227.42
Brand_883,Hemp,389.94
Brand_884,Hemp,195.03
Brand_885,Tencel,72.16
Brand_886,Organic Cotton,52.99
Brand_887,Tencel,177.05
Brand_888,Recycled Polyester,155.13
Brand_889,Organic Cotton,232.71
Brand_890,Bamboo Fabric,119.01
Brand_891,Recycled Polyester,394.75
Brand_892,Hemp,440.97
Brand_893,Bamboo Fabric,233.78
Brand_894,Hemp,276.81
Brand_895,Recycled Polyester,418.99
Brand_896,Vegan Leather,390.18
Brand_897,Tencel,76.75
Brand_898,Organic Cotton,121.81
Brand_899,Recycled Polyester,198.96
Brand_900,Tencel,314.99
Brand_901,Vegan Leather,390.06
Brand_902,Recycled Polyester,95.76
Brand_903,Vegan Leather,235.84
Brand_904,Organic Cotton,286.83
Brand_905,Bamboo Fabric,32.24
Brand_906,Hemp,396.45
Brand_907,Recycled Polyester,457.91
Brand_908,Organic Cotton,102.82
Brand_909,Tencel,450.29
Brand_910,Vegan Leather,476.9
Brand_911,Recycled Polyester,156.1
Brand_912,Organic Cotton,396.5
Brand_913,Organic Cotton,346.36
Brand_914,Recycled Polyester,278.12
Brand_915,Bamboo Fabric,408.95
Brand_916,Organic Cotton,232.92
Brand_917,Hemp,440.24
Brand_918,Bamboo Fabric,474.88
Brand_919,Organic Cotton,265.77
Brand_920,Vegan Leather,318.99
Brand_921,Bamboo Fabric,253.23
Brand_922,Recycled Polyester,410
Brand_923,Organic Cotton,238.98
Brand_924,Recycled Polyester,329.4
Brand_925,Bamboo Fabric,264.99
Brand_926,Recycled Polyester,263.42
Brand_927,Recycled Polyester,452.93
Brand_928,Bamboo Fabric,300.75
Brand_929,Tencel,393.64
Brand_930,Tencel,478.6
Brand_931,Hemp,311.47
Brand_932,Organic Cotton,398.75
Brand_933,Bamboo Fabric,352.86
Brand_934,Organic Cotton,499.53
Brand_935,Tencel,289.1
Brand_936,Bamboo Fabric,311.75
Brand_937,Bamboo Fabric,241.94
Brand_938,Hemp,50.03
Brand_939,Recycled Polyester,45.04
Brand_940,Vegan Leather,308.76
Brand_941,Recycled Polyester,261.56
Brand_942,Vegan Leather,138.59
Brand_943,Bamboo Fabric,205.74
Brand_944,Tencel,341.6
Brand_945,Organic Cotton,285.81
Brand_946,Vegan Leather,271.29
Brand_947,Bamboo Fabric,356.52
Brand_948,Hemp,4.8
Brand_949,Organic Cotton,346.38
Brand_950,Recycled Polyester,62.53
Brand_951,Tencel,237.6
Brand_952,Organic Cotton,214.66
Brand_953,Organic Cotton,40.18
Brand_954,Hemp,346.33
Brand_955,Vegan Leather,433.95
Brand_956,Tencel,245.93
Brand_957,Vegan Leather,55.75
Brand_958,Recycled Polyester,299.76
Brand_959,Bamboo Fabric,217.49
Brand_960,Tencel,484.71
Brand_961,Recycled Polyester,260.67
Brand_962,Organic Cotton,232.57
Brand_963,Vegan Leather,421.84
Brand_964,Tencel,53.65
Brand_965,Hemp,336.22
Brand_966,Vegan Leather,84.13
Brand_967,Organic Cotton,50.92
Brand_968,Recycled Polyester,260.3
Brand_969,Hemp,37.01
Brand_970,Tencel,398.52
Brand_971,Organic Cotton,120.29
Brand_972,Recycled Polyester,170.2
Brand_973,Bamboo Fabric,92.5
Brand_974,Hemp,316.46
Brand_975,Tencel,433.45
Brand_976,Organic Cotton,191.06
Brand_977,Bamboo Fabric,399.02
Brand_978,Organic Cotton,174.97
Brand_979,Tencel,33.33
Brand_980,Vegan Leather,468.32
Brand_981,Tencel,159.95
Brand_982,Vegan Leather,175.98
Brand_983,Hemp,338.06
Brand_984,Hemp,400.82
Brand_985,Hemp,3.86
Brand_986,Recycled Polyester,290.51
Brand_987,Vegan Leather,337.27
Brand_988,Hemp,253.93
Brand_989,Hemp,98.37
Brand_990,Recycled Polyester,188.67
Brand_991,Vegan Leather,335.62
Brand_992,Vegan Leather,104.57
Brand_993,Bamboo Fabric,57.55
Brand_994,Organic Cotton,189.4
Brand_995,Recycled Polyester,6.82
Brand_996,Bamboo Fabric,135.63
Brand_997,Bamboo Fabric,122.46
Brand_998,Tencel,174.33
Brand_999,Hemp,79.62
Brand_1000,Recycled Polyester,35.73
Brand_1001,Organic Cotton,259.98
Brand_1002,Recycled Polyester,100.5
Brand_1003,Organic Cotton,387.41
Brand_1004,Bamboo Fabric,80.43
Brand_1005,Organic Cotton,207.84
Brand_1006,Organic Cotton,91.82
Brand_1007,Bamboo Fabric,32.69
Brand_1008,Organic Cotton,15.18
Brand_1009,Organic Cotton,285.94
Brand_1010,Recycled Polyester,201.16
Brand_1011,Bamboo Fabric,443.89
Brand_1012,Bamboo Fabric,335.43
Brand_1013,Organic Cotton,247.07
Brand_1014,Organic Cotton,117.02
Brand_1015,Recycled Polyester,14.61
Brand_1016,Recycled Polyester,111.73
Brand_1017,Vegan Leather,33.73
Brand_1018,Organic Cotton,135.78
Brand_1019,Hemp,302.31
Brand_1020,Vegan Leather,253.86
Brand_1021,Organic Cotton,408.9
Brand_1022,Bamboo Fabric,94.01
Brand_1023,Bamboo Fabric,154.18
Brand_1024,Vegan Leather,76.42
Brand_1025,Recycled Polyester,8.1
Brand_1026,Recycled Polyester,34.61
Brand_1027,Bamboo Fabric,314.73
Brand_1028,Hemp,98.55
Brand_1029,Bamboo Fabric,175.41
Brand_1030,Recycled Polyester,489.82
Brand_1031,Recycled Polyester,159.73
Brand_1032,Bamboo Fabric,92.94
Brand_1033,Hemp,363.57
Brand_1034,Hemp,97.55
Brand_1035,Organic Cotton,386.3
Brand_1036,Recycled Polyester,313.18
Brand_1037,Vegan Leather,156.78
Brand_1038,Bamboo Fabric,118.13
Brand_1039,Recycled Polyester,447.65
Brand_1040,Vegan Leather,419.1
Brand_1041,Recycled Polyester,314.99
Brand_1042,Bamboo Fabric,400.6
Brand_1043,Organic Cotton,289.46
Brand_1044,Recycled Polyester,423.47
Brand_1045,Recycled Polyester,78.9
Brand_1046,Hemp,303.78
Brand_1047,Hemp,399.15
Brand_1048,Organic Cotton,61.78
Brand_1049,Bamboo Fabric,174.74
Brand_1050,Bamboo Fabric,95.14
Brand_1051,Bamboo Fabric,299.79
Brand_1052,Hemp,52.99
Brand_1053,Vegan Leather,165.92
Brand_1054,Tencel,157.39
Brand_1055,Organic Cotton,279.37
Brand_1056,Bamboo Fabric,171.66
Brand_1057,Bamboo Fabric,378.68
Brand_1058,Hemp,275.4
Brand_1059,Vegan Leather,52.81
Brand_1060,Bamboo Fabric,131.43
Brand_1061,Organic Cotton,362.24
Brand_1062,Recycled Polyester,440.17
Brand_1063,Organic Cotton,324.88
Brand_1064,Hemp,309.35
Brand_1065,Organic Cotton,339.7
Brand_1066,Hemp,127.63
Brand_1067,Vegan Leather,381.18
Brand_1068,Vegan Leather,167.91
Brand_1069,Bamboo Fabric,221.38
Brand_1070,Bamboo Fabric,59.42
Brand_1071,Recycled Polyester,169.96
Brand_1072,Bamboo Fabric,455.41
Brand_1073,Vegan Leather,116.54
Brand_1074,Organic Cotton,155.43
Brand_1075,Recycled Polyester,279.85
Brand_1076,Recycled Polyester,101.25
Brand_1077,Bamboo Fabric,90.74
Brand_1078,Recycled Polyester,387.11
Brand_1079,Vegan Leather,89.38
Brand_1080,Vegan Leather,74.67
Brand_1081,Organic Cotton,94.91
Brand_1082,Recycled Polyester,149.48
Brand_1083,Tencel,409.44
Brand_1084,Recycled Polyester,413.79
Brand_1085,Bamboo Fabric,100.73
Brand_1086,Vegan Leather,38.42
Brand_1087,Tencel,300.78
Brand_1088,Hemp,162.72
Brand_1089,Bamboo Fabric,395.92
Brand_1090,Bamboo Fabric,9.63
Brand_1091,Vegan Leather,293.32
Brand_1092,Bamboo Fabric,125.95
Brand_1093,Bamboo Fabric,262.09
Brand_1094,Recycled Polyester,335.28
Brand_1095,Tencel,143.25
Brand_1096,Organic Cotton,330.54
Brand_1097,Hemp,362.77
Brand_1098,Tencel,426.23
Brand_1099,Vegan Leather,327.36
Brand_1100,Tencel,20.32
Brand_1101,Bamboo Fabric,352.96
Brand_1102,Bamboo Fabric,400.17
Brand_1103,Bamboo Fabric,403.05
Brand_1104,Hemp,192.47
Brand_1105,Organic Cotton,258.04
Brand_1106,Recycled Polyester,296.9
Brand_1107,Recycled Polyester,7.92
Brand_1108,Bamboo Fabric,203.94
Brand_1109,Hemp,14.28
Brand_1110,Hemp,22.72
Brand_1111,Tencel,56.92
Brand_1112,Vegan Leather,198.3
Brand_1113,Bamboo Fabric,22.24
Brand_1114,Recycled Polyester,126.82
Brand_1115,Hemp,298.44
Brand_1116,Hemp,251.37
Brand_1117,Hemp,447.1
Brand_1118,Bamboo Fabric,149.8
Brand_1119,Tencel,46.64
Brand_1120,Bamboo Fabric,155.84
Brand_1121,Hemp,444.46
Brand_1122,Vegan Leather,370.94
Brand_1123,Recycled Polyester,351.91
Brand_1124,Recycled Polyester,197.6
Brand_1125,Organic Cotton,123.5
Brand_1126,Organic Cotton,28.05
Brand_1127,Hemp,85.13
Brand_1128,Organic Cotton,397.93
Brand_1129,Vegan Leather,371.8
Brand_1130,Hemp,237.92
Brand_1131,Bamboo Fabric,347.18
Brand_1132,Bamboo Fabric,272.55
Brand_1133,Recycled Polyester,412.24
Brand_1134,Bamboo Fabric,206.29
Brand_1135,Hemp,200.18
Brand_1136,Recycled Polyester,216.91
Brand_1137,Recycled Polyester,419.56
Brand_1138,Recycled Polyester,357.32
Brand_1139,Bamboo Fabric,17.88
Brand_1140,Bamboo Fabric,6.69
Brand_1141,Recycled Polyester,483.61
Brand_1142,Organic Cotton,266.71
Brand_1143,Hemp,473.77
Brand_1144,Organic Cotton,466.82
Brand_1145,Hemp,337.03
Brand_1146,Vegan Leather,370.1
Brand_1147,Hemp,403.51
Brand_1148,Bamboo Fabric,195.73
Brand_1149,Vegan Leather,379.89
Brand_1150,Organic Cotton,202.23
Brand_1151,Organic Cotton,428.5
Brand_1152,Organic Cotton,361.65
Brand_1153,Hemp,419.44
Brand_1154,Vegan Leather,214.85
Brand_1155,Vegan Leather,228.78
Brand_1156,Recycled Polyester,245.82
Brand_1157,Recycled Polyester,203.83
Brand_1158,Hemp,149.65
Brand_1159,Organic Cotton,44.9
Brand_1160,Vegan Leather,127.96
Brand_1161,Bamboo Fabric,157
Brand_1162,Hemp,307.06
Brand_1163,Hemp,184.96
Brand_1164,Vegan Leather,33.86
Brand_1165,Recycled Polyester,157.6
Brand_1166,Bamboo Fabric,452.27
Brand_1167,Vegan Leather,301.79
Brand_1168,Recycled Polyester,199.77
Brand_1169,Organic Cotton,153.9
Brand_1170,Hemp,56.65
Brand_1171,Organic Cotton,462.88
Brand_1172,Tencel,364.15
Brand_1173,Organic Cotton,281.32
Brand_1174,Organic Cotton,32.95
Brand_1175,Bamboo Fabric,104.3
Brand_1176,Recycled Polyester,87.08
Brand_1177,Tencel,205
Brand_1178,Tencel,486.49
Brand_1179,Recycled Polyester,212.08
Brand_1180,Vegan Leather,370.9
Brand_1181,Vegan Leather,80.67
Brand_1182,Tencel,437.86
Brand_1183,Hemp,338.1
Brand_1184,Vegan Leather,101.27
Brand_1185,Vegan Leather,318.73
Brand_1186,Organic Cotton,44.77
Brand_1187,Tencel,102.4
Brand_1188,Bamboo Fabric,436.64
Brand_1189,Recycled Polyester,182.3
Brand_1190,Hemp,58.96
Brand_1191,Organic Cotton,216.95
Brand_1192,Tencel,272.2
Brand_1193,Vegan Leather,73.51
Brand_1194,Organic Cotton,39.5
Brand_1195,Hemp,62.7
Brand_1196,Tencel,102.79
Brand_1197,Hemp,2.47
Brand_1198,Vegan Leather,117.03
Brand_1199,Organic Cotton,196.8
Brand_1200,Organic Cotton,405.05
Brand_1201,Bamboo Fabric,90.62
Brand_1202,Tencel,147.85
Brand_1203,Organic Cotton,39.95
Brand_1204,Vegan Leather,355.04
Brand_1205,Bamboo Fabric,251.77
Brand_1206,Hemp,248.18
Brand_1207,Vegan Leather,254.32
Brand_1208,Recycled Polyester,414.43
Brand_1209,Organic Cotton,395.08
Brand_1210,Tencel,89.61
Brand_1211,Vegan Leather,264.23
Brand_1212,Vegan Leather,106.68
Brand_1213,Bamboo Fabric,185.34
Brand_1214,Hemp,102.37
Brand_1215,Recycled Polyester,236.7
Brand_1216,Vegan Leather,320.99
Brand_1217,Vegan Leather,65.86
Brand_1218,Tencel,206.2
Brand_1219,Vegan Leather,304.13
Brand_1220,Bamboo Fabric,80.2
Brand_1221,Vegan Leather,82.2
Brand_1222,Organic Cotton,105.23
Brand_1223,Vegan Leather,221.74
Brand_1224,Organic Cotton,295.43
Brand_1225,Bamboo Fabric,495.8
Brand_1226,Bamboo Fabric,310.51
Brand_1227,Organic Cotton,344.67
Brand_1228,Bamboo Fabric,247.89
Brand_1229,Hemp,102.06
Brand_1230,Organic Cotton,211.62
Brand_1231,Recycled Polyester,95.29
Brand_1232,Bamboo Fabric,109.99
Brand_1233,Tencel,453.96
Brand_1234,Vegan Leather,277.78
Brand_1235,Tencel,435.28
Brand_1236,Tencel,81.74
Brand_1237,Vegan Leather,74.36
Brand_1238,Recycled Polyester,121.23
Brand_1239,Hemp,4.47
Brand_1240,Bamboo Fabric,32.17
Brand_1241,Tencel,395.95
Brand_1242,Tencel,332.42
Brand_1243,Tencel,211.09
Brand_1244,Vegan Leather,373.93
Brand_1245,Vegan Leather,67.36
Brand_1246,Tencel,90.85
Brand_1247,Tencel,211.85
Brand_1248,Hemp,13.4
Brand_1249,Hemp,446.74
Brand_1250,Hemp,61.38
Brand_1251,Vegan Leather,159.15
Brand_1252,Tencel,187.1
Brand_1253,Hemp,452.43
Brand_1254,Vegan Leather,35.69
Brand_1255,Organic Cotton,155.05
Brand_1256,Recycled Polyester,364.77
Brand_1257,Tencel,350.08
Brand_1258,Hemp,391.91
Brand_1259,Recycled Polyester,349.63
Brand_1260,Bamboo Fabric,332.31
Brand_1261,Hemp,10.15
Brand_1262,Organic Cotton,269.85
Brand_1263,Hemp,331.38
Brand_1264,Vegan Leather,404.29
Brand_1265,Vegan Leather,177.25
Brand_1266,Bamboo Fabric,418.35
Brand_1267,Bamboo Fabric,273.27
Brand_1268,Organic Cotton,365
Brand_1269,Tencel,371.7
Brand_1270,Organic Cotton,326.79
Brand_1271,Hemp,297.72
Brand_1272,Organic Cotton,379.45
Brand_1273,Recycled Polyester,225.05
Brand_1274,Organic Cotton,332.64
Brand_1275,Hemp,116.5
Brand_1276,Tencel,406.72
Brand_1277,Hemp,371.97
Brand_1278,Vegan Leather,473.4
Brand_1279,Recycled Polyester,242.81
Brand_1280,Organic Cotton,438.77
Brand_1281,Hemp,413.8
Brand_1282,Organic Cotton,273.27
Brand_1283,Organic Cotton,164.49
Brand_1284,Tencel,246.21
Brand_1285,Organic Cotton,102.63
Brand_1286,Organic Cotton,214.53
Brand_1287,Vegan Leather,27.31
Brand_1288,Organic Cotton,36.84
Brand_1289,Recycled Polyester,259.44
Brand_1290,Vegan Leather,214.16
Brand_1291,Organic Cotton,191.94
Brand_1292,Bamboo Fabric,218.87
Brand_1293,Bamboo Fabric,35.96
Brand_1294,Vegan Leather,240.06
Brand_1295,Hemp,151.35
Brand_1296,Hemp,219.84
Brand_1297,Recycled Polyester,297.51
Brand_1298,Recycled Polyester,248.24
Brand_1299,Recycled Polyester,477.74
Brand_1300,Tencel,65.66
Brand_1301,Tencel,113.34
Brand_1302,Vegan Leather,330.87
Brand_1303,Organic Cotton,188.39
Brand_1304,Recycled Polyester,493.01
Brand_1305,Tencel,82.31
Brand_1306,Bamboo Fabric,172.83
Brand_1307,Recycled Polyester,16.94
Brand_1308,Vegan Leather,420.82
Brand_1309,Organic Cotton,130.69
Brand_1310,Organic Cotton,73.49
Brand_1311,Tencel,447.04
Brand_1312,Recycled Polyester,183.27
Brand_1313,Vegan Leather,212.94
Brand_1314,Organic Cotton,209.7
Brand_1315,Recycled Polyester,293.7
Brand_1316,Bamboo Fabric,311.1
Brand_1317,Hemp,10.98
Brand_1318,Vegan Leather,466.24
Brand_1319,Recycled Polyester,193.55
Brand_1320,Recycled Polyester,206.31
Brand_1321,Tencel,35.87
Brand_1322,Recycled Polyester,138.52
Brand_1323,Organic Cotton,2.31
Brand_1324,Vegan Leather,433.13
Brand_1325,Organic Cotton,176.83
Brand_1326,Tencel,326.16
Brand_1327,Hemp,70.31
Brand_1328,Bamboo Fabric,406.04
Brand_1329,Hemp,402.58
Brand_1330,Recycled Polyester,469.16
Brand_1331,Bamboo Fabric,305.6
Brand_1332,Hemp,362.78
Brand_1333,Organic Cotton,41.52
Brand_1334,Organic Cotton,368.07
Brand_1335,Organic Cotton,246.45
Brand_1336,Bamboo Fabric,284.19
Brand_1337,Tencel,230.52
Brand_1338,Organic Cotton,405.3
Brand_1339,Tencel,422.76
Brand_1340,Hemp,499.38
Brand_1341,Vegan Leather,380.86
Brand_1342,Organic Cotton,120.62
Brand_1343,Tencel,47.49
Brand_1344,Organic Cotton,323.71
Brand_1345,Tencel,223.07
Brand_1346,Bamboo Fabric,163.72
Brand_1347,Recycled Polyester,491.86
Brand_1348,Recycled Polyester,268.8
Brand_1349,Recycled Polyester,375.11
Brand_1350,Tencel,91.25
Brand_1351,Recycled Polyester,270.56
Brand_1352,Vegan Leather,1.32
Brand_1353,Organic Cotton,356.29
Brand_1354,Recycled Polyester,384.24
Brand_1355,Vegan Leather,147.84
Brand_1356,Tencel,173.57
Brand_1357,Hemp,436.71
Brand_1358,Recycled Polyester,34.46
Brand_1359,Vegan Leather,316.09
Brand_1360,Tencel,30.34
Brand_1361,Tencel,48.55
Brand_1362,Bamboo Fabric,372.15
Brand_1363,Tencel,2.08
Brand_1364,Recycled Polyester,56.49
Brand_1365,Organic Cotton,440.97
Brand_1366,Tencel,197.61
Brand_1367,Recycled Polyester,61.02
Brand_1368,Organic Cotton,276.23
Brand_1369,Hemp,242.75
Brand_1370,Vegan Leather,75.3
Brand_1371,Recycled Polyester,327.27
Brand_1372,Tencel,22.61
Brand_1373,Hemp,131.66
Brand_1374,Bamboo Fabric,255.96
Brand_1375,Tencel,128.83
Brand_1376,Bamboo Fabric,443.78
Brand_1377,Recycled Polyester,149.31
Brand_1378,Bamboo Fabric,229.1
Brand_1379,Hemp,331.84
Brand_1380,Organic Cotton,104.44
Brand_1381,Hemp,11.37
Brand_1382,Vegan Leather,427.32
Brand_1383,Bamboo Fabric,34
Brand_1384,Bamboo Fabric,101.7
Brand_1385,Tencel,474.3
Brand_1386,Hemp,275.86
Brand_1387,Recycled Polyester,240.61
Brand_1388,Tencel,226.26
Brand_1389,Recycled Polyester,141
Brand_1390,Bamboo Fabric,239.81
Brand_1391,Organic Cotton,401.75
Brand_1392,Organic Cotton,298.66
Brand_1393,Vegan Leather,257.58
Brand_1394,Bamboo Fabric,195.12
Brand_1395,Organic Cotton,70.38
Brand_1396,Bamboo Fabric,403.82
Brand_1397,Vegan Leather,401.88
Brand_1398,Vegan Leather,254.06
Brand_1399,Bamboo Fabric,249.43
Brand_1400,Organic Cotton,93.92
Brand_1401,Tencel,2.09
Brand_1402,Hemp,295.05
Brand_1403,Hemp,475.67
Brand_1404,Tencel,212.43
Brand_1405,Recycled Polyester,309.44
Brand_1406,Tencel,243.49
Brand_1407,Vegan Leather,203.65
Brand_1408,Recycled Polyester,337.22
Brand_1409,Recycled Polyester,410.87
Brand_1410,Tencel,437.44
Brand_1411,Recycled Polyester,169.51
Brand_1412,Organic Cotton,454.98
Brand_1413,Tencel,438.2
Brand_1414,Vegan Leather,227.45
Brand_1415,Recycled Polyester,137.32
Brand_1416,Bamboo Fabric,252.61
Brand_1417,Vegan Leather,456.36
Brand_1418,Hemp,89.49
Brand_1419,Bamboo Fabric,335.07
Brand_1420,Organic Cotton,241.89
Brand_1421,Bamboo Fabric,240.53
Brand_1422,Organic Cotton,69.09
Brand_1423,Organic Cotton,101.14
Brand_1424,Hemp,314.91
Brand_1425,Bamboo Fabric,394.24
Brand_1426,Organic Cotton,263.88
Brand_1427,Vegan Leather,415.12
Brand_1428,Tencel,86.76
Brand_1429,Bamboo Fabric,220.48
Brand_1430,Tencel,136.91
Brand_1431,Vegan Leather,209
Brand_1432,Vegan Leather,415.02
Brand_1433,Bamboo Fabric,466.36
Brand_1434,Tencel,137.24
Brand_1435,Tencel,455.88
Brand_1436,Organic Cotton,22.77
Brand_1437,Recycled Polyester,356.86
Brand_1438,Bamboo Fabric,294.59
Brand_1439,Hemp,267.89
Brand_1440,Tencel,58.96
Brand_1441,Organic Cotton,1.51
Brand_1442,Vegan Leather,110.16
Brand_1443,Recycled Polyester,305.63
Brand_1444,Tencel,282.79
Brand_1445,Tencel,330.5
Brand_1446,Recycled Polyester,263.44
Brand_1447,Organic Cotton,486.61
Brand_1448,Recycled Polyester,434.54
Brand_1449,Tencel,415.09
Brand_1450,Recycled Polyester,472.6
Brand_1451,Vegan Leather,396.22
Brand_1452,Recycled Polyester,464.41
Brand_1453,Organic Cotton,206
Brand_1454,Vegan Leather,168.5
Brand_1455,Organic Cotton,390.49
Brand_1456,Organic Cotton,124.63
Brand_1457,Vegan Leather,476.38
Brand_1458,Organic Cotton,251.77
Brand_1459,Bamboo Fabric,219.17
Brand_1460,Recycled Polyester,367.76
Brand_1461,Recycled Polyester,179.35
Brand_1462,Vegan Leather,417.02
Brand_1463,Organic Cotton,195.62
Brand_1464,Tencel,262.27
Brand_1465,Organic Cotton,210.33
Brand_1466,Vegan Leather,294.58
Brand_1467,Hemp,247.34
Brand_1468,Organic Cotton,418.56
Brand_1469,Recycled Polyester,79.9
Brand_1470,Hemp,126.42
Brand_1471,Hemp,206.22
Brand_1472,Tencel,69.28
Brand_1473,Tencel,456.37
Brand_1474,Tencel,114.87
Brand_1475,Recycled Polyester,334.34
Brand_1476,Tencel,410.47
Brand_1477,Vegan Leather,462.88
Brand_1478,Organic Cotton,222.64
Brand_1479,Organic Cotton,48.95
Brand_1480,Tencel,365.28
Brand_1481,Vegan Leather,49.15
Brand_1482,Organic Cotton,428.59
Brand_1483,Tencel,401.73
Brand_1484,Hemp,362.79
Brand_1485,Recycled Polyester,448.83
Brand_1486,Hemp,451.82
Brand_1487,Vegan Leather,294.18
Brand_1488,Bamboo Fabric,324.88
Brand_1489,Organic Cotton,474.12
Brand_1490,Organic Cotton,463.73
Brand_1491,Recycled Polyester,211.83
Brand_1492,Organic Cotton,278.39
Brand_1493,Vegan Leather,243.04
Brand_1494,Vegan Leather,161.09
Brand_1495,Tencel,247.74
Brand_1496,Recycled Polyester,196.02
Brand_1497,Bamboo Fabric,109.07
Brand_1498,Vegan Leather,419.67
Brand_1499,Recycled Polyester,434.59
Brand_1500,Recycled Polyester,410.58
Brand_1501,Bamboo Fabric,178.74
Brand_1502,Organic Cotton,283.21
Brand_1503,Organic Cotton,317.16
Brand_1504,Tencel,2.6
Brand_1505,Hemp,418.67
Brand_1506,Hemp,267.59
Brand_1507,Organic Cotton,40.57
Brand_1508,Recycled Polyester,425.52
Brand_1509,Recycled Polyester,481.62
Brand_1510,Bamboo Fabric,386.15
Brand_1511,Recycled Polyester,76.52
Brand_1512,Recycled Polyester,296.71
Brand_1513,Hemp,416.03
Brand_1514,Organic Cotton,292.53
Brand_1515,Recycled Polyester,379.57
Brand_1516,Tencel,390.44
Brand_1517,Bamboo Fabric,217.84
Brand_1518,Organic Cotton,407.32
Brand_1519,Organic Cotton,8.74
Brand_1520,Tencel,38.17
Brand_1521,Organic Cotton,31.1
Brand_1522,Recycled Polyester,335.18
Brand_1523,Bamboo Fabric,292.35
Brand_1524,Bamboo Fabric,308.66
Brand_1525,Vegan Leather,47.27
Brand_1526,Tencel,378.53
Brand_1527,Bamboo Fabric,473
Brand_1528,Vegan Leather,239.38
Brand_1529,Tencel,209.77
Brand_1530,Bamboo Fabric,185.95
Brand_1531,Bamboo Fabric,42.48
Brand_1532,Hemp,18.17
Brand_1533,Hemp,14.96
Brand_1534,Vegan Leather,360.68
Brand_1535,Tencel,349.76
Brand_1536,Bamboo Fabric,442.43
Brand_1537,Bamboo Fabric,172.65
Brand_1538,Recycled Polyester,382.54
Brand_1539,Organic Cotton,236.28
Brand_1540,Organic Cotton,399.18
Brand_1541,Tencel,161.78
Brand_1542,Hemp,471.31
Brand_1543,Recycled Polyester,189.23
Brand_1544,Vegan Leather,206.95
Brand_1545,Bamboo Fabric,329.77
Brand_1546,Recycled Polyester,308.52
Brand_1547,Organic Cotton,152.89
Brand_1548,Recycled Polyester,297.71
Brand_1549,Vegan Leather,127.49
Brand_1550,Hemp,332.42
Brand_1551,Hemp,442.07
Brand_1552,Recycled Polyester,482.99
Brand_1553,Bamboo Fabric,261.33
Brand_1554,Vegan Leather,269.14
Brand_1555,Hemp,107.66
Brand_1556,Organic Cotton,218.49
Brand_1557,Vegan Leather,115.8
Brand_1558,Bamboo Fabric,458.9
Brand_1559,Organic Cotton,479.62
Brand_1560,Hemp,120.99
Brand_1561,Tencel,262.98
